,Material_,year_,PKT real_sum,StandardDeviation_mean
1383,2209717,2023,105248,205.98819623625678
1384,2209718,2023,665223,248.2932402984342
1385,2209719,2023,389145,242.30322761448505
1386,2209720,2023,135298,241.36060476786864
1387,2209721,2023,720055,276.33561725803924
1388,2209722,2023,174271,271.7992717902328
1389,2209723,2023,31689,38.30297577344605
1390,2209725,2023,47937,41.122216731408415
1391,2209727,2024,8286,75.40303594323883
1392,2209735,2024,7885,74.31381610779684
1393,2209833,2023,72835,123.00500152211674
1394,2209834,2023,1015773,103.79473638044279
1395,2209834,2024,229020,103.79473638044279
1396,2209835,2023,227534,62.67668210504578
1397,2209835,2024,27090,62.67668210504578
1398,2209836,2023,537976,72.92293621821153
1399,2209836,2024,101079,72.92293621821153
1400,2209945,2023,17888,44.26112734985844
1401,2209945,2024,7406,44.26112734985844
1402,2209946,2023,13165,27.183543954199894
1403,2209946,2024,5484,27.183543954199898
1404,2209947,2023,18082,26.994786386675237
1405,2209947,2024,4800,26.99478638667524
1406,2209948,2024,4749,19.51496871999904
1407,2209949,2023,10770,19.711724989126672
1408,2209949,2024,2251,19.711724989126672
1409,2209950,2023,11648,22.109162603269414
1410,2209950,2024,2804,22.109162603269414
1411,2209970,2023,1412222,29.37510513484212
1412,2209970,2024,2160,29.37510513484212
1413,2210097,2023,462941,215.24878205861637
1414,2210098,2023,269744,283.98225319590154
1415,2210225,2024,4475,120.4705026574371
1416,2210226,2024,3775,134.5752065274332
1417,2210233,2023,633073,297.54419062509436
1418,2210260,2023,341792,107.61304493077574
1419,2210260,2024,1,107.61304493077573
1420,2210261,2023,307335,119.9898268709125
1421,2210261,2024,29185,119.98982687091251
1422,2210287,2024,871,15.172982164199036
1423,2210418,2024,5682,33.9173569935495
1424,2210419,2024,1269,13.125008383632464
1425,2210420,2024,11651,63.474424545758716
1426,2210421,2024,938,15.350672208567998
1427,2210422,2024,515,7.973915809270458
1428,2210423,2024,785,33.780873817849
1429,2210424,2024,10924,79.18534977679205
1430,2210425,2024,10577,76.14908554670171
1431,2210426,2024,1,
1432,2210427,2024,13576,149.87179450874683
1433,2210428,2024,14742,192.88607626223717
1434,2210429,2024,15124,157.44506855536346
1435,2210688,2023,507446,163.37789914396615
1436,2210688,2024,17850,163.37789914396615
1437,2210689,2024,1358,21.14036040457985
1438,2210690,2023,560091,177.6753540619481
1439,2210690,2024,34306,177.6753540619481
1440,2210691,2023,62434,92.55292727751412
1441,2210691,2024,8112,92.55292727751412
1442,2210702,2023,126250,180.84550432088753
1443,2210703,2023,351465,340.5819043252077
1444,2210822,2024,97381,155.93959039622183
1445,2210823,2024,70366,120.35625327978329
1446,2210824,2024,154271,173.25010026668988
1447,2210825,2024,67918,120.57187543170144
1448,2210827,2023,76268,31.977171449850196
1449,2210827,2024,4189,31.977171449850196
1450,2210829,2023,72289,47.35366608083209
1451,2210830,2023,10485,32.95813401254138
1452,2210830,2024,3385,32.95813401254138
1453,2210832,2023,14834,48.04412397633373
1454,2210832,2024,7785,48.04412397633373
1455,2210833,2023,12282,28.95571329333973
1456,2210833,2024,4660,28.95571329333973
1457,2210834,2023,10177,32.53131882600014
1458,2210834,2024,3545,32.53131882600014
1459,2210836,2023,6229,23.198250651878055
1460,2210836,2024,1575,23.198250651878055
1461,2210840,2023,6650,16.837267286678184
1462,2210840,2024,2121,16.837267286678184
1463,2210842,2023,6371,16.052399646832857
1464,2210842,2024,1368,16.052399646832857
1465,2211420,2024,3156,249.09494356387668
1466,2211421,2024,26414,243.7258673345877
1467,2211453,2024,186,68.92532190711916
1468,2211454,2024,11538,66.24785133460264
1469,2211572,2024,29592,409.5000560441699
1470,2211650,2023,40850,89.75835261618901
1471,2211674,2024,40078,70.84953470386424
1472,2211675,2024,35200,58.882414672305664
1473,2211710,2024,46300,191.39541664779867
1474,2211711,2024,91950,128.51042551903961
1475,2211712,2024,39225,127.28054329054659
1476,2211713,2024,141240,99.46511336095055
1477,2211714,2024,53830,204.10354531839587
1478,2211715,2024,47250,0.0
1479,2211716,2024,57900,168.4726172834242
1480,2211724,2024,45510,247.28367049004024
1481,2211725,2024,15750,0.0
1482,2211726,2024,52225,32.868786756695826
1483,2211727,2024,23175,204.0492049539229
1484,2211728,2024,37110,213.3706330004835
1485,2211729,2024,20250,0.0
1486,2211730,2024,50250,0.0
1487,2211731,2024,22800,196.27949721160644
1488,2211751,2024,84450,99.8889185677349
1489,2211752,2024,33575,105.87897631178394
1490,2211775,2024,66990,0.0
1491,2211776,2024,69090,0.0
1492,2211813,2024,102450,59.139435054786205
1493,2212330,2024,121091,139.36410853398456
1494,2212331,2024,18924,96.31881510454956
1495,2212332,2024,14874,46.56422614380291
1496,2212333,2024,148587,152.616825684933
1497,2212334,2024,156509,195.46706837116338
1498,2212335,2024,14857,101.66218251274263
1499,2212336,2024,17883,69.81810904406217
1500,2212337,2024,30823,48.23661377778557
1501,2212342,2024,134319,192.5770395988956
1502,2212343,2024,15913,29.152234476276874
1503,2212344,2024,133474,164.14828168843673
1504,2212345,2024,8746,64.69151082755577
1505,2212346,2024,41589,45.62656474881426
1506,2212347,2024,306572,278.09486539663806
1507,2212348,2024,6658,50.72019575080734
1508,2212349,2024,82680,115.67493219914107
1509,2212350,2024,61061,62.675469579294614
1510,2212351,2024,11492,33.608700059104116
1511,2212352,2024,42653,55.63010730372772
1512,2212353,2024,28037,27.896672206202286
1513,2212354,2024,29437,227.79708359187205
1514,2212356,2024,15864,96.03765796253259
1515,2212358,2024,18949,146.93097200524676
1516,2212359,2024,380813,296.3279166387558
1517,2212361,2024,53752,124.29836336773998
1518,2212364,2024,22047,165.8774895418258
1519,2212365,2024,396208,324.8395969622105
1520,2212366,2024,102172,304.4452062175886
1521,2212368,2024,57754,119.32544546392774
1522,2212372,2024,29140,49.48271015260057
1523,2212373,2024,15274,70.76943077869213
1524,2212374,2024,52,14.445299120013633
1525,2212375,2024,16932,33.79691408213532
1526,2212460,2024,34911,228.6839346792016
1527,2212461,2024,21077,126.25345344259215
1528,2212463,2024,576551,307.5125200583038
1529,2212464,2024,129098,284.9070081177973
1530,2212465,2024,146569,252.07728537510312
1531,2212466,2024,179711,188.90916372171026
1532,2212470,2024,10695,68.41144360307372
1533,2212471,2024,12222,124.41693496135998
1534,2212473,2024,217479,205.812801565339
1535,2212474,2024,5353,115.9943160168707
1536,2212475,2024,112661,135.11414820869507
1537,2212479,2024,13718,21.53247265621078
1538,2212483,2024,12098,65.17071018371507
1539,2212484,2024,13241,53.359243213099056
1540,2212516,2023,53943,74.04328605942501
1541,2212518,2024,225799,77.22919249988978
1542,2212521,2024,139771,50.39958310198957
1543,2212571,2024,21510,150.72158454392266
1544,2212572,2024,72750,62.32275519643338
1545,2212573,2024,8700,264.3602913380972
1546,2212574,2024,9000,0.0
1547,2212666,2024,45223,72.33463507455994
1548,2212667,2024,97542,130.28246951437978
1549,2212668,2023,38454,72.57896913202434
1550,2212668,2024,103865,72.57896913202434
1551,2212669,2024,69044,48.514622265951274
1552,2212676,2024,80275,163.48803720689799
1553,2212679,2024,14155,30.21287900337447
1554,2212680,2024,80008,139.97587205859418
1555,2212753,2024,44400,309.90229952082643
1556,2212754,2024,44375,310.340885855056
1557,2212755,2024,43085,297.7350527166085
1558,2212756,2024,79920,223.75167066768972
1559,2212851,2024,29088,73.0393418019727
1560,2212949,2024,49916,115.7871062641812
1561,2213116,2024,38526,99.84098634865298
1562,2213117,2024,96716,186.95468738261224
1563,2213119,2024,55440,0.0
1564,2213120,2024,157140,0.0
1565,2213125,2024,182800,204.83157677166702
1566,2213182,2024,50400,0.0
1567,2213183,2024,6480,69.2820323027551
1568,2213184,2024,12320,0.0
1569,2213185,2024,109260,243.07786849671282
1570,2213186,2024,32655,170.86721721981672
1571,2213187,2024,228350,102.53810080159967
1572,2213188,2024,54175,236.637877165632
1573,2213189,2024,169650,84.28218663229157
1574,2213190,2024,34700,146.25425163888048
1575,2213191,2024,189750,46.68863485221143
1576,2213192,2024,125050,134.0694234252946
1577,2213263,2024,3150,0.0
1578,2213264,2024,3925,137.5
1579,2213267,2024,4950,183.71173070873837
1580,2213271,2024,15750,0.0
1581,2213272,2024,35250,0.0
1582,2213274,2024,15225,114.56439237389601
1583,2213275,2024,10500,0.0
1584,2214072,2024,91405,156.72860045988062
1585,2214275,2024,5925,141.7366773784602
1586,2214276,2024,4320,321.99378875996973
1587,2214277,2024,5670,256.3688748658854
1588,2214350,2024,4165,144.81999135791722
1589,2214823,2024,38120,124.98258636189249
1590,2214824,2024,93710,140.5833140467877
1591,2214825,2024,127736,204.08961248337704
1592,2214826,2024,59605,116.1232669550494
1593,2214827,2024,10785,30.749744109349752
1594,2214828,2024,217762,355.30578631465545
1595,2214829,2024,6489,15.098621500392719
1596,2214830,2024,6568,15.210542258918238
1597,2214836,2024,13022,47.17374479272653
1598,2214838,2024,11093,116.36524501728975
1599,2214839,2024,33000,0.0
1600,2214840,2024,13500,0.0
1601,2214845,2024,3423,56.55431191410988
1602,2214846,2024,31113,57.36978250256665
1603,2214849,2024,5609,167.0828171832412
1604,2214850,2024,1363,111.55378636669958
1605,2214851,2024,2304,53.17376203354034
1606,2214852,2024,1961,203.9701990616844
1607,2214853,2024,8761,236.66897259715785
1608,2214854,2024,100,4.312007258041966
1609,2214855,2024,27,14.849242404917497
1610,2214856,2024,8243,78.98829862431505
1611,2214857,2024,8774,41.706549377597426
1612,2214858,2024,1372,205.49447912871273
1613,2214859,2024,5771,148.190840331742
1614,2214860,2024,3279,84.70548695048934
1615,2214861,2024,60526,75.8914498295165
1616,2214862,2024,3760,69.87680356719015
1617,2214863,2024,8541,80.08127255797447
1618,2214864,2024,215293,182.7892981031777
1619,2214865,2024,32329,85.88708637292844
1620,2214866,2024,116255,195.2057592108123
1621,2214867,2024,4982,12.056067794498176
1622,2214868,2024,133731,160.51234422416556
1623,2214870,2024,35171,65.49210890908228
1624,2214871,2024,86799,163.79403214881637
1625,2214872,2024,3907,11.005647718944813
1626,2214884,2024,1687,7.453664889762208
1627,2214885,2024,13133,22.935526920289675
1628,2214886,2024,14667,32.156165096093204
1629,2214887,2024,8897,16.625849670526392
1630,2214888,2024,39791,72.46619013836461
1631,2214889,2024,10898,17.345170905909853
1632,2214890,2024,8662,16.563828672184247
1633,2214891,2024,6059,39.964730960816205
1634,2214892,2024,51370,104.1369345992303
1635,2214893,2024,19833,39.593841686806584
1636,2215073,2024,19663,57.418843672934955
1637,2215074,2024,3935,36.688795959488914
1638,2215396,2024,1706,15.229154182682251
1639,2215399,2024,2177,13.750658247549332
1640,2215819,2024,51750,0.0
1641,2215820,2024,96750,0.0
1642,2216615,2024,21807,58.980008790563375
1643,2216616,2024,29398,70.4330045347742
1644,2216617,2024,9166,33.79455308315251
1645,2216618,2024,16905,53.82876458162482
